wavelength,ULTRABLUE,BLUE,GREEN,RED,NIR,CIRRUS,SWIR1,SWIR2
1.502,0.00E+00,0,0,0,0,0,0,0
1.503,0.00E+00,0,0,0,0,0,0,0
1.504,0.00E+00,0,0,0,0,0,0,0
1.505,0.00E+00,0,0,0,0,0,0,0
1.506,0.00E+00,0,0,0,0,0,0,0
1.507,0.00E+00,0,0,0,0,0,0,0
1.508,0.00E+00,0,0,0,0,0,0,0
1.509,0.00E+00,0,0,0,0,0,0,0
1.51,0.00E+00,0,0,0,0,0,0,0
1.511,0.00E+00,0,0,0,0,0,0,0
1.512,0.00E+00,0,0,0,0,0,0,0
1.513,0.00E+00,0,0,0,0,0,0,0
1.514,0.00E+00,0,0,0,0,0,0,0
1.515,0.00E+00,0,0,0,0,0,0.00002,0
1.516,0.00E+00,0,0,0,0,0,0.0001,0
1.517,0.00E+00,0,0,0,0,0,0.0002,0
1.518,0.00E+00,0,0,0,0,0,0.00029,0
1.519,0.00E+00,0,0,0,0,0,0.0004,0
1.52,0.00E+00,0,0,0,0,0,0.00052,0
1.521,0.00E+00,0,0,0,0,0,0.00066,0
1.522,0.00E+00,0,0,0,0,0,0.00084,0
1.523,0.00E+00,0,0,0,0,0,0.00103,0
1.524,0.00E+00,0,0,0,0,0,0.00125,0
1.525,0.00E+00,0,0,0,0,0,0.00148,0
1.526,0.00E+00,0,0,0,0,0,0.00172,0
1.527,0.00E+00,0,0,0,0,0,0.002,0
1.528,0.00E+00,0,0,0,0,0,0.00232,0
1.529,0.00E+00,0,0,0,0,0,0.00266,0
1.53,0.00E+00,0,0,0,0,0,0.00306,0
1.531,0.00E+00,0,0,0,0,0,0.0035,0
1.532,0.00E+00,0,0,0,0,0,0.004,0
1.533,0.00E+00,0,0,0,0,0,0.00455,0
1.534,0.00E+00,0,0,0,0,0,0.00519,0
1.535,0.00E+00,0,0,0,0,0,0.00593,0
1.536,0.00E+00,0,0,0,0,0,0.00682,0
1.537,0.00E+00,0,0,0,0,0,0.00782,0
1.538,0.00E+00,0,0,0,0,0,0.00898,0
1.539,0.00E+00,0,0,0,0,0,0.01023,0
1.54,0.00E+00,0,0,0,0,0,0.01161,0
1.541,0.00E+00,0,0,0,0,0,0.01324,0
1.542,0.00E+00,0,0,0,0,0,0.0152,0
1.543,0.00E+00,0,0,0,0,0,0.0175,0
1.544,0.00E+00,0,0,0,0,0,0.02029,0
1.545,0.00E+00,0,0,0,0,0,0.02366,0
1.546,0.00E+00,0,0,0,0,0,0.0277,0
1.547,0.00E+00,0,0,0,0,0,0.0323,0
1.548,0.00E+00,0,0,0,0,0,0.03754,0
1.549,0.00E+00,0,0,0,0,0,0.04377,0
1.55,0.00E+00,0,0,0,0,0,0.05125,0
1.551,0.00E+00,0,0,0,0,0,0.06003,0
1.552,0.00E+00,0,0,0,0,0,0.07042,0
1.553,0.00E+00,0,0,0,0,0,0.08196,0
1.554,0.00E+00,0,0,0,0,0,0.09481,0
1.555,0.00E+00,0,0,0,0,0,0.1101,0
1.556,0.00E+00,0,0,0,0,0,0.12846,0
1.557,0.00E+00,0,0,0,0,0,0.14965,0
1.558,0.00E+00,0,0,0,0,0,0.17423,0
1.559,0.00E+00,0,0,0,0,0,0.2024,0
1.56,0.00E+00,0,0,0,0,0,0.23495,0
1.561,0.00E+00,0,0,0,0,0,0.2702,0
1.562,0.00E+00,0,0,0,0,0,0.30872,0
1.563,0.00E+00,0,0,0,0,0,0.35051,0
1.564,0.00E+00,0,0,0,0,0,0.39626,0
1.565,0.00E+00,0,0,0,0,0,0.44491,0
1.566,0.00E+00,0,0,0,0,0,0.49702,0
1.567,0.00E+00,0,0,0,0,0,0.54958,0
1.568,0.00E+00,0,0,0,0,0,0.60258,0
1.569,0.00E+00,0,0,0,0,0,0.65193,0
1.57,0.00E+00,0,0,0,0,0,0.69675,0
1.571,0.00E+00,0,0,0,0,0,0.73635,0
1.572,0.00E+00,0,0,0,0,0,0.76985,0
1.573,0.00E+00,0,0,0,0,0,0.80305,0
1.574,0.00E+00,0,0,0,0,0,0.83596,0
1.575,0.00E+00,0,0,0,0,0,0.86275,0
1.576,0.00E+00,0,0,0,0,0,0.88168,0
1.577,0.00E+00,0,0,0,0,0,0.8954,0
1.578,0.00E+00,0,0,0,0,0,0.90316,0
1.579,0.00E+00,0,0,0,0,0,0.90985,0
1.58,0.00E+00,0,0,0,0,0,0.91555,0
1.581,0.00E+00,0,0,0,0,0,0.9206,0
1.582,0.00E+00,0,0,0,0,0,0.92485,0
1.583,0.00E+00,0,0,0,0,0,0.92703,0
1.584,0.00E+00,0,0,0,0,0,0.92666,0
1.585,0.00E+00,0,0,0,0,0,0.9258,0
1.586,0.00E+00,0,0,0,0,0,0.92444,0
1.587,0.00E+00,0,0,0,0,0,0.9238,0
1.588,0.00E+00,0,0,0,0,0,0.92409,0
1.589,0.00E+00,0,0,0,0,0,0.92362,0
1.59,0.00E+00,0,0,0,0,0,0.92217,0
1.591,0.00E+00,0,0,0,0,0,0.9217,0
1.592,0.00E+00,0,0,0,0,0,0.92237,0
1.593,0.00E+00,0,0,0,0,0,0.92361,0
1.594,0.00E+00,0,0,0,0,0,0.9255,0
1.595,0.00E+00,0,0,0,0,0,0.9302,0
1.596,0.00E+00,0,0,0,0,0,0.93811,0
1.597,0.00E+00,0,0,0,0,0,0.94335,0
1.598,0.00E+00,0,0,0,0,0,0.94505,0
1.599,0.00E+00,0,0,0,0,0,0.94601,0
1.6,0.00E+00,0,0,0,0,0,0.9463,0
1.601,0.00E+00,0,0,0,0,0,0.94668,0
1.602,0.00E+00,0,0,0,0,0,0.94727,0
1.603,0.00E+00,0,0,0,0,0,0.94876,0
1.604,0.00E+00,0,0,0,0,0,0.9514,0
1.605,0.00E+00,0,0,0,0,0,0.95216,0
1.606,0.00E+00,0,0,0,0,0,0.95056,0
1.607,0.00E+00,0,0,0,0,0,0.95119,0
1.608,0.00E+00,0,0,0,0,0,0.95459,0
1.609,0.00E+00,0,0,0,0,0,0.95764,0
1.61,0.00E+00,0,0,0,0,0,0.96015,0
1.611,0.00E+00,0,0,0,0,0,0.96085,0
1.612,0.00E+00,0,0,0,0,0,0.95927,0
1.613,0.00E+00,0,0,0,0,0,0.959,0
1.614,0.00E+00,0,0,0,0,0,0.96057,0
1.615,0.00E+00,0,0,0,0,0,0.96119,0
1.616,0.00E+00,0,0,0,0,0,0.96055,0
1.617,0.00E+00,0,0,0,0,0,0.96046,0
1.618,0.00E+00,0,0,0,0,0,0.96111,0
1.619,0.00E+00,0,0,0,0,0,0.96294,0
1.62,0.00E+00,0,0,0,0,0,0.96616,0
1.621,0.00E+00,0,0,0,0,0,0.96856,0
1.622,0.00E+00,0,0,0,0,0,0.96989,0
1.623,0.00E+00,0,0,0,0,0,0.972,0
1.624,0.00E+00,0,0,0,0,0,0.97515,0
1.625,0.00E+00,0,0,0,0,0,0.97789,0
1.626,0.00E+00,0,0,0,0,0,0.98006,0
1.627,0.00E+00,0,0,0,0,0,0.9813,0
1.628,0.00E+00,0,0,0,0,0,0.98132,0
1.629,0.00E+00,0,0,0,0,0,0.98463,0
1.63,0.00E+00,0,0,0,0,0,0.99187,0
1.631,0.00E+00,0,0,0,0,0,0.99684,0
1.632,0.00E+00,0,0,0,0,0,0.9989,0
1.633,0.00E+00,0,0,0,0,0,0.99994,0
1.634,0.00E+00,0,0,0,0,0,0.99975,0
1.635,0.00E+00,0,0,0,0,0,0.99825,0
1.636,0.00E+00,0,0,0,0,0,0.99518,0
1.637,0.00E+00,0,0,0,0,0,0.99019,0
1.638,0.00E+00,0,0,0,0,0,0.98296,0
1.639,0.00E+00,0,0,0,0,0,0.97365,0
1.64,0.00E+00,0,0,0,0,0,0.9617,0
1.641,0.00E+00,0,0,0,0,0,0.94661,0
1.642,0.00E+00,0,0,0,0,0,0.92765,0
1.643,0.00E+00,0,0,0,0,0,0.90022,0
1.644,0.00E+00,0,0,0,0,0,0.86211,0
1.645,0.00E+00,0,0,0,0,0,0.82098,0
1.646,0.00E+00,0,0,0,0,0,0.77645,0
1.647,0.00E+00,0,0,0,0,0,0.72598,0
1.648,0.00E+00,0,0,0,0,0,0.66832,0
1.649,0.00E+00,0,0,0,0,0,0.60805,0
1.65,0.00E+00,0,0,0,0,0,0.54475,0
1.651,0.00E+00,0,0,0,0,0,0.48387,0
1.652,0.00E+00,0,0,0,0,0,0.4259,0
1.653,0.00E+00,0,0,0,0,0,0.37095,0
1.654,0.00E+00,0,0,0,0,0,0.31985,0
1.655,0.00E+00,0,0,0,0,0,0.27356,0
1.656,0.00E+00,0,0,0,0,0,0.23324,0
1.657,0.00E+00,0,0,0,0,0,0.19752,0
1.658,0.00E+00,0,0,0,0,0,0.1672,0
1.659,0.00E+00,0,0,0,0,0,0.1406,0
1.66,0.00E+00,0,0,0,0,0,0.11865,0
1.661,0.00E+00,0,0,0,0,0,0.0995,0
1.662,0.00E+00,0,0,0,0,0,0.08363,0
1.663,0.00E+00,0,0,0,0,0,0.06992,0
1.664,0.00E+00,0,0,0,0,0,0.05885,0
1.665,0.00E+00,0,0,0,0,0,0.04928,0
1.666,0.00E+00,0,0,0,0,0,0.04156,0
1.667,0.00E+00,0,0,0,0,0,0.03485,0
1.668,0.00E+00,0,0,0,0,0,0.02935,0
1.669,0.00E+00,0,0,0,0,0,0.02463,0
1.67,0.00E+00,0,0,0,0,0,0.0208,0
1.671,0.00E+00,0,0,0,0,0,0.01752,0
1.672,0.00E+00,0,0,0,0,0,0.01485,0
1.673,0.00E+00,0,0,0,0,0,0.01253,0
1.674,0.00E+00,0,0,0,0,0,0.01063,0
1.675,0.00E+00,0,0,0,0,0,0.00898,0
1.676,0.00E+00,0,0,0,0,0,0.00763,0
1.677,0.00E+00,0,0,0,0,0,0.00645,0
1.678,0.00E+00,0,0,0,0,0,0.00545,0
1.679,0.00E+00,0,0,0,0,0,0.00463,0
1.68,0.00E+00,0,0,0,0,0,0.00395,0
1.681,0.00E+00,0,0,0,0,0,0.00335,0
1.682,0.00E+00,0,0,0,0,0,0.00282,0
1.683,0.00E+00,0,0,0,0,0,0.00237,0
1.684,0.00E+00,0,0,0,0,0,0.00199,0
1.685,0.00E+00,0,0,0,0,0,0.00166,0
1.686,0.00E+00,0,0,0,0,0,0.0014,0
1.687,0.00E+00,0,0,0,0,0,0.00115,0
1.688,0.00E+00,0,0,0,0,0,0.00095,0
1.689,0.00E+00,0,0,0,0,0,0.00076,0
1.69,0.00E+00,0,0,0,0,0,0.0006,0
1.691,0.00E+00,0,0,0,0,0,0.00047,0
1.692,0.00E+00,0,0,0,0,0,0.00036,0
1.693,0.00E+00,0,0,0,0,0,0.00026,0
1.694,0.00E+00,0,0,0,0,0,0.00016,0
1.695,0.00E+00,0,0,0,0,0,0.00009,0
1.696,0.00E+00,0,0,0,0,0,0,0
1.697,0.00E+00,0,0,0,0,0,0,0
1.698,0.00E+00,0,0,0,0,0,0,0
1.699,0.00E+00,0,0,0,0,0,0,0
1.7,0.00E+00,0,0,0,0,0,0,0
1.701,0.00E+00,0,0,0,0,0,0,0
1.702,0.00E+00,0,0,0,0,0,0,0
1.703,0.00E+00,0,0,0,0,0,0,0
1.704,0.00E+00,0,0,0,0,0,0,0
1.705,0.00E+00,0,0,0,0,0,0,0
1.706,0.00E+00,0,0,0,0,0,0,0
1.707,0.00E+00,0,0,0,0,0,0,0
1.708,0.00E+00,0,0,0,0,0,0,0
1.709,0.00E+00,0,0,0,0,0,0,0
1.71,0.00E+00,0,0,0,0,0,0,0
1.711,0.00E+00,0,0,0,0,0,0,0
1.712,0.00E+00,0,0,0,0,0,0,0
1.713,0.00E+00,0,0,0,0,0,0,0
1.714,0.00E+00,0,0,0,0,0,0,0
1.715,0.00E+00,0,0,0,0,0,0,0
1.716,0.00E+00,0,0,0,0,0,0,0
1.717,0.00E+00,0,0,0,0,0,0,0
1.718,0.00E+00,0,0,0,0,0,0,0
1.719,0.00E+00,0,0,0,0,0,0,0
1.72,0.00E+00,0,0,0,0,0,0,0
1.721,0.00E+00,0,0,0,0,0,0,0
1.722,0.00E+00,0,0,0,0,0,0,0
1.723,0.00E+00,0,0,0,0,0,0,0
1.724,0.00E+00,0,0,0,0,0,0,0
1.725,0.00E+00,0,0,0,0,0,0,0
1.726,0.00E+00,0,0,0,0,0,0,0
1.727,0.00E+00,0,0,0,0,0,0,0
1.728,0.00E+00,0,0,0,0,0,0,0
1.729,0.00E+00,0,0,0,0,0,0,0
1.73,0.00E+00,0,0,0,0,0,0,0
1.731,0.00E+00,0,0,0,0,0,0,0
1.732,0.00E+00,0,0,0,0,0,0,0
1.733,0.00E+00,0,0,0,0,0,0,0
1.734,0.00E+00,0,0,0,0,0,0,0
1.735,0.00E+00,0,0,0,0,0,0,0
1.736,0.00E+00,0,0,0,0,0,0,0
1.737,0.00E+00,0,0,0,0,0,0,0
1.738,0.00E+00,0,0,0,0,0,0,0
1.739,0.00E+00,0,0,0,0,0,0,0
1.74,0.00E+00,0,0,0,0,0,0,0
1.741,0.00E+00,0,0,0,0,0,0,0
1.742,0.00E+00,0,0,0,0,0,0,0
1.743,0.00E+00,0,0,0,0,0,0,0
1.744,0.00E+00,0,0,0,0,0,0,0
1.745,0.00E+00,0,0,0,0,0,0,0
1.746,0.00E+00,0,0,0,0,0,0,0
1.747,0,0,0,0,0,0,0,0
1.748,0.00E+00,0,0,0,0,0,0,0
1.749,0.00E+00,0,0,0,0,0,0,0
1.75,0.00E+00,0,0,0,0,0,0,0
1.751,0.00E+00,0,0,0,0,0,0,0
1.752,0.00E+00,0,0,0,0,0,0,0
1.753,0.00E+00,0,0,0,0,0,0,0
1.754,0.00E+00,0,0,0,0,0,0,0
1.755,0.00E+00,0,0,0,0,0,0,0
1.756,0.00E+00,0,0,0,0,0,0,0
1.757,0.00E+00,0,0,0,0,0,0,0
1.758,0.00E+00,0,0,0,0,0,0,0
1.759,0.00E+00,0,0,0,0,0,0,0
1.76,0.00E+00,0,0,0,0,0,0,0
1.761,0.00E+00,0,0,0,0,0,0,0
1.762,0.00E+00,0,0,0,0,0,0,0
1.763,0.00E+00,0,0,0,0,0,0,0
1.764,0.00E+00,0,0,0,0,0,0,0
1.765,0.00E+00,0,0,0,0,0,0,0
1.766,0,0,0,0,0,0,0,0
1.767,0.00E+00,0,0,0,0,0,0,0
1.768,0.00E+00,0,0,0,0,0,0,0
1.769,0.00E+00,0,0,0,0,0,0,0
1.77,0.00E+00,0,0,0,0,0,0,0
1.771,0.00E+00,0,0,0,0,0,0,0
1.772,0.00E+00,0,0,0,0,0,0,0
1.773,0.00E+00,0,0,0,0,0,0,0
1.774,0.00E+00,0,0,0,0,0,0,0
1.775,0.00E+00,0,0,0,0,0,0,0
1.776,0,0,0,0,0,0,0,0
1.777,0.00E+00,0,0,0,0,0,0,0
1.778,0.00E+00,0,0,0,0,0,0,0
1.779,0,0,0,0,0,0,0,0
1.78,0.00E+00,0,0,0,0,0,0,0
1.781,0,0,0,0,0,0,0,0
1.782,0.00E+00,0,0,0,0,0,0,0
1.783,0.00E+00,0,0,0,0,0,0,0
1.784,0,0,0,0,0,0,0,0
1.785,0,0,0,0,0,0,0,0
1.786,0,0,0,0,0,0,0,0
1.787,0,0,0,0,0,0,0,0
1.788,0.00E+00,0,0,0,0,0,0,0
1.789,0.00E+00,0,0,0,0,0,0,0
1.79,0.00E+00,0,0,0,0,0,0,0
1.791,0,0,0,0,0,0,0,0
1.792,0,0,0,0,0,0,0,0
1.793,0,0,0,0,0,0,0,0
1.794,0,0,0,0,0,0,0,0
1.795,0,0,0,0,0,0,0,0
1.796,0,0,0,0,0,0,0,0
1.797,0,0,0,0,0,0,0,0
1.798,0,0,0,0,0,0,0,0
1.799,0.00E+00,0,0,0,0,0,0,0
1.8,0,0,0,0,0,0,0,0
1.801,0.00E+00,0,0,0,0,0,0,0
1.802,0.00E+00,0,0,0,0,0,0,0
1.803,0.00E+00,0,0,0,0,0,0,0
1.804,0,0,0,0,0,0,0,0
1.805,0,0,0,0,0,0,0,0
1.806,0.00E+00,0,0,0,0,0,0,0
1.807,0.00E+00,0,0,0,0,0,0,0
1.808,0,0,0,0,0,0,0,0
1.809,0.00E+00,0,0,0,0,0,0,0
1.81,0,0,0,0,0,0,0,0
1.811,0.00E+00,0,0,0,0,0,0,0
1.812,0.00E+00,0,0,0,0,0,0,0
1.813,0.00E+00,0,0,0,0,0,0,0
1.814,0,0,0,0,0,0,0,0
1.815,0.00E+00,0,0,0,0,0,0,0
1.816,0.00E+00,0,0,0,0,0,0,0
1.817,0.00E+00,0,0,0,0,0,0,0
1.818,0,0,0,0,0,0,0,0
1.819,0.00E+00,0,0,0,0,0,0,0
1.82,0.00E+00,0,0,0,0,0,0,0
1.821,0.00E+00,0,0,0,0,0,0,0
1.822,0.00E+00,0,0,0,0,0,0,0
1.823,0.00E+00,0,0,0,0,0,0,0
1.824,0,0,0,0,0,0,0,0
1.825,0.00E+00,0,0,0,0,0,0,0
1.826,0.00E+00,0,0,0,0,0,0,0
1.827,0.00E+00,0,0,0,0,0,0,0
1.828,0.00E+00,0,0,0,0,0,0,0
1.829,0.00E+00,0,0,0,0,0,0,0
1.83,0.00E+00,0,0,0,0,0,0,0
1.831,0.00E+00,0,0,0,0,0,0,0
1.832,0.00E+00,0,0,0,0,0,0,0
1.833,0.00E+00,0,0,0,0,0,0,0
1.834,0.00E+00,0,0,0,0,0,0,0
1.835,0.00E+00,0,0,0,0,0,0,0
1.836,0.00E+00,0,0,0,0,0,0,0
1.837,0.00E+00,0,0,0,0,0,0,0
1.838,0.00E+00,0,0,0,0,0,0,0
1.839,0.00E+00,0,0,0,0,0,0,0
1.84,0.00E+00,0,0,0,0,0,0,0
1.841,0.00E+00,0,0,0,0,0,0,0
1.842,0.00E+00,0,0,0,0,0,0,0
1.843,0.00E+00,0,0,0,0,0,0,0
1.844,0.00E+00,0,0,0,0,0,0,0
1.845,0.00E+00,0,0,0,0,0,0,0
1.846,0.00E+00,0,0,0,0,0,0,0
1.847,0.00E+00,0,0,0,0,0,0,0
1.848,0.00E+00,0,0,0,0,0,0,0
1.849,0.00E+00,0,0,0,0,0,0,0
1.85,0.00E+00,0,0,0,0,0,0,0
1.851,0.00E+00,0,0,0,0,0,0,0
1.852,0.00E+00,0,0,0,0,0,0,0
1.853,0.00E+00,0,0,0,0,0,0,0
1.854,0.00E+00,0,0,0,0,0,0,0
1.855,0.00E+00,0,0,0,0,0,0,0
1.856,0.00E+00,0,0,0,0,0,0,0
1.857,0.00E+00,0,0,0,0,0,0,0
1.858,0.00E+00,0,0,0,0,0,0,0
1.859,0.00E+00,0,0,0,0,0,0,0
1.86,0.00E+00,0,0,0,0,0,0,0
1.861,0.00E+00,0,0,0,0,0,0,0
1.862,0.00E+00,0,0,0,0,0,0,0
1.863,0.00E+00,0,0,0,0,0,0,0
1.864,0.00E+00,0,0,0,0,0,0,0
1.865,0.00E+00,0,0,0,0,0,0,0
1.866,0.00E+00,0,0,0,0,0,0,0
1.867,0.00E+00,0,0,0,0,0,0,0
1.868,0.00E+00,0,0,0,0,0,0,0
1.869,0.00E+00,0,0,0,0,0,0,0
1.87,0.00E+00,0,0,0,0,0,0,0
1.871,0.00E+00,0,0,0,0,0,0,0
1.872,0.00E+00,0,0,0,0,0,0,0
1.873,0.00E+00,0,0,0,0,0,0,0
1.874,0.00E+00,0,0,0,0,0,0,0
1.875,0.00E+00,0,0,0,0,0,0,0
1.876,0.00E+00,0,0,0,0,0,0,0
1.877,0.00E+00,0,0,0,0,0,0,0
1.878,0.00E+00,0,0,0,0,0,0,0
1.879,0.00E+00,0,0,0,0,0,0,0
1.88,0.00E+00,0,0,0,0,0,0,0
1.881,0.00E+00,0,0,0,0,0,0,0
1.882,0.00E+00,0,0,0,0,0,0,0
1.883,0,0,0,0,0,0,0,0
1.884,0.00E+00,0,0,0,0,0,0,0
1.885,0.00E+00,0,0,0,0,0,0,0
1.886,0.00E+00,0,0,0,0,0,0,0
1.887,0.00E+00,0,0,0,0,0,0,0
1.888,0,0,0,0,0,0,0,0
1.889,0.00E+00,0,0,0,0,0,0,0
1.89,0.00E+00,0,0,0,0,0,0,0
1.891,0.00E+00,0,0,0,0,0,0,0
1.892,0.00E+00,0,0,0,0,0,0,0
1.893,0.00E+00,0,0,0,0,0,0,0
1.894,0.00E+00,0,0,0,0,0,0,0
1.895,0,0,0,0,0,0,0,0
1.896,0,0,0,0,0,0,0,0
1.897,0.00E+00,0,0,0,0,0,0,0
1.898,0.00E+00,0,0,0,0,0,0,0
1.899,0.00E+00,0,0,0,0,0,0,0
1.9,0.00E+00,0,0,0,0,0,0,0
1.901,0.00E+00,0,0,0,0,0,0,0
1.902,0.00E+00,0,0,0,0,0,0,0
1.903,0.00E+00,0,0,0,0,0,0,0
1.904,0.00E+00,0,0,0,0,0,0,0
1.905,0.00E+00,0,0,0,0,0,0,0
1.906,0.00E+00,0,0,0,0,0,0,0
1.907,0.00E+00,0,0,0,0,0,0,0
1.908,0.00E+00,0,0,0,0,0,0,0
1.909,0.00E+00,0,0,0,0,0,0,0
1.91,0.00E+00,0,0,0,0,0,0,0
1.911,0.00E+00,0,0,0,0,0,0,0
1.912,0.00E+00,0,0,0,0,0,0,0
1.913,0.00E+00,0,0,0,0,0,0,0
1.914,0.00E+00,0,0,0,0,0,0,0
1.915,0.00E+00,0,0,0,0,0,0,0
1.916,0.00E+00,0,0,0,0,0,0,0
1.917,0.00E+00,0,0,0,0,0,0,0
1.918,0,0,0,0,0,0,0,0
1.919,0.00E+00,0,0,0,0,0,0,0
1.92,0.00E+00,0,0,0,0,0,0,0
1.921,0.00E+00,0,0,0,0,0,0,0
1.922,0.00E+00,0,0,0,0,0,0,0
1.923,0.00E+00,0,0,0,0,0,0,0
1.924,0.00E+00,0,0,0,0,0,0,0
1.925,0.00E+00,0,0,0,0,0,0,0
1.926,0.00E+00,0,0,0,0,0,0,0
1.927,0.00E+00,0,0,0,0,0,0,0
1.928,0.00E+00,0,0,0,0,0,0,0
1.929,0.00E+00,0,0,0,0,0,0,0
1.93,0.00E+00,0,0,0,0,0,0,0
1.931,0.00E+00,0,0,0,0,0,0,0
1.932,0.00E+00,0,0,0,0,0,0,0
1.933,0,0,0,0,0,0,0,0
1.934,0.00E+00,0,0,0,0,0,0,0
1.935,0,0,0,0,0,0,0,0
1.936,0.00E+00,0,0,0,0,0,0,0
1.937,0.00E+00,0,0,0,0,0,0,0
1.938,0.00E+00,0,0,0,0,0,0,0
1.939,0.00E+00,0,0,0,0,0,0,0
1.94,0.00E+00,0,0,0,0,0,0,0
1.941,0.00E+00,0,0,0,0,0,0,0
1.942,0,0,0,0,0,0,0,0
1.943,0,0,0,0,0,0,0,0
1.944,0,0,0,0,0,0,0,0
1.945,0.00E+00,0,0,0,0,0,0,0
1.946,0,0,0,0,0,0,0,0
1.947,0,0,0,0,0,0,0,0
1.948,0.00E+00,0,0,0,0,0,0,0
1.949,0,0,0,0,0,0,0,0
1.95,0,0,0,0,0,0,0,0
1.951,0,0,0,0,0,0,0,0
1.952,0,0,0,0,0,0,0,0
1.953,0,0,0,0,0,0,0,0
1.954,0,0,0,0,0,0,0,0
1.955,0,0,0,0,0,0,0,0
1.956,0,0,0,0,0,0,0,0
1.957,0,0,0,0,0,0,0,0
1.958,0,0,0,0,0,0,0,0
1.959,0,0,0,0,0,0,0,0
1.96,0,0,0,0,0,0,0,0
1.961,0,0,0,0,0,0,0,0
1.962,0,0,0,0,0,0,0,0
1.963,0,0,0,0,0,0,0,0
1.964,0,0,0,0,0,0,0,0
1.965,0,0,0,0,0,0,0,0
1.966,0.00E+00,0,0,0,0,0,0,0
1.967,0.00E+00,0,0,0,0,0,0,0
1.968,0,0,0,0,0,0,0,0
1.969,0.00E+00,0,0,0,0,0,0,0
1.97,0.00E+00,0,0,0,0,0,0,0
1.971,0,0,0,0,0,0,0,0
1.972,0,0,0,0,0,0,0,0
1.973,0.00E+00,0,0,0,0,0,0,0
1.974,0,0,0,0,0,0,0,0
1.975,0.00E+00,0,0,0,0,0,0,0
1.976,0.00E+00,0,0,0,0,0,0,0
1.977,0.00E+00,0,0,0,0,0,0,0
1.978,0.00E+00,0,0,0,0,0,0,0
1.979,0.00E+00,0,0,0,0,0,0,0
1.98,0,0,0,0,0,0,0,0
1.981,0.00E+00,0,0,0,0,0,0,0
1.982,0.00E+00,0,0,0,0,0,0,0
1.983,0.00E+00,0,0,0,0,0,0,0
1.984,0.00E+00,0,0,0,0,0,0,0
1.985,0.00E+00,0,0,0,0,0,0,0
1.986,0.00E+00,0,0,0,0,0,0,0
1.987,0,0,0,0,0,0,0,0
1.988,0.00E+00,0,0,0,0,0,0,0
1.989,0.00E+00,0,0,0,0,0,0,0
1.99,0,0,0,0,0,0,0,0
1.991,0.00E+00,0,0,0,0,0,0,0
1.992,0.00E+00,0,0,0,0,0,0,0
1.993,0.00E+00,0,0,0,0,0,0,0
1.994,0.00E+00,0,0,0,0,0,0,0
1.995,0.00E+00,0,0,0,0,0,0,0
1.996,0.00E+00,0,0,0,0,0,0,0
1.997,0.00E+00,0,0,0,0,0,0,0
1.998,0.00E+00,0,0,0,0,0,0,0
1.999,0.00E+00,0,0,0,0,0,0,0
2,0.00E+00,0,0,0,0,0,0,0
2.001,0.00E+00,0,0,0,0,0,0,0
2.002,0.00E+00,0,0,0,0,0,0,0
2.003,0.00E+00,0,0,0,0,0,0,0
2.004,0.00E+00,0,0,0,0,0,0,0
2.005,0.00E+00,0,0,0,0,0,0,0
2.006,0.00E+00,0,0,0,0,0,0,0
2.007,0.00E+00,0,0,0,0,0,0,0
2.008,0.00E+00,0,0,0,0,0,0,0
2.009,0.00E+00,0,0,0,0,0,0,0
2.01,0.00E+00,0,0,0,0,0,0,0
2.011,0.00E+00,0,0,0,0,0,0,0
2.012,0.00E+00,0,0,0,0,0,0,0
2.013,0.00E+00,0,0,0,0,0,0,0
2.014,0.00E+00,0,0,0,0,0,0,0
2.015,0.00E+00,0,0,0,0,0,0,0
2.016,0.00E+00,0,0,0,0,0,0,0
2.017,0.00E+00,0,0,0,0,0,0,0
2.018,0.00E+00,0,0,0,0,0,0,0
2.019,0.00E+00,0,0,0,0,0,0,0
2.02,0.00E+00,0,0,0,0,0,0,0
2.021,0.00E+00,0,0,0,0,0,0,0
2.022,0.00E+00,0,0,0,0,0,0,0
2.023,0.00E+00,0,0,0,0,0,0,0
2.024,0.00E+00,0,0,0,0,0,0,0
2.025,0.00E+00,0,0,0,0,0,0,0
2.026,0.00E+00,0,0,0,0,0,0,0
2.027,0.00E+00,0,0,0,0,0,0,0
2.028,0.00E+00,0,0,0,0,0,0,0
2.029,0.00E+00,0,0,0,0,0,0,0
2.03,0.00E+00,0,0,0,0,0,0,0
2.031,0.00E+00,0,0,0,0,0,0,0
2.032,0.00E+00,0,0,0,0,0,0,0
2.033,0.00E+00,0,0,0,0,0,0,0
2.034,0.00E+00,0,0,0,0,0,0,0
2.035,0.00E+00,0,0,0,0,0,0,0
2.036,0.00E+00,0,0,0,0,0,0,0
2.037,0.00E+00,0,0,0,0,0,0,0
2.038,0.00E+00,0,0,0,0,0,0,0.00007
2.039,0.00E+00,0,0,0,0,0,0,0.0001
2.04,0.00E+00,0,0,0,0,0,0,0.00016
2.041,0.00E+00,0,0,0,0,0,0,0.0002
2.042,0.00E+00,0,0,0,0,0,0,0.00028
2.043,0.00E+00,0,0,0,0,0,0,0.00032
2.044,0.00E+00,0,0,0,0,0,0,0.0004
2.045,0.00E+00,0,0,0,0,0,0,0.00047
2.046,0.00E+00,0,0,0,0,0,0,0.00055
2.047,0.00E+00,0,0,0,0,0,0,0.00065
2.048,0.00E+00,0,0,0,0,0,0,0.00075
