wavelength,ULTRABLUE,BLUE,GREEN,RED,NIR,CIRRUS,SWIR1,SWIR2
0.924,0.00E+00,0,0,0,0,0,0,0
0.925,0.00E+00,0,0,0,0,0,0,0
0.926,0.00E+00,0,0,0,0,0,0,0
0.927,0.00E+00,0,0,0,0,0,0,0
0.928,0.00E+00,0,0,0,0,0,0,0
0.929,0.00E+00,0,0,0,0,0,0,0
0.93,0.00E+00,0,0,0,0,0,0,0
0.931,0,0,0,0,0,0,0,0
0.932,0,0,0,0,0,0,0,0
0.933,0,0,0,0,0,0,0,0
0.934,0,0,0,0,0,0,0,0
0.935,0,0,0,0,0,0,0,0
0.936,0,0,0,0,0,0,0,0
0.937,0,0,0,0,0,0,0,0
0.938,0,0,0,0,0,0,0,0
0.939,0,0,0,0,0,0,0,0
0.94,0.00E+00,0,0,0,0,0,0,0
0.941,0.00E+00,0,0,0,0,0,0,0
0.942,0.00E+00,0,0,0,0,0,0,0
0.943,0,0,0,0,0,0,0,0
0.944,0,0,0,0,0,0,0,0
0.945,0,0,0,0,0,0,0,0
0.946,0,0,0,0,0,0,0,0
0.947,0.00E+00,0,0,0,0,0,0,0
0.948,0,0,0,0,0,0,0,0
0.949,0.00E+00,0,0,0,0,0,0,0
0.95,0,0,0,0,0,0,0,0
0.951,0.00E+00,0,0,0,0,0,0,0
0.952,0,0,0,0,0,0,0,0
0.953,0,0,0,0,0,0,0,0
0.954,0.00E+00,0,0,0,0,0,0,0
0.955,0,0,0,0,0,0,0,0
0.956,0,0,0,0,0,0,0,0
0.957,0,0,0,0,0,0,0,0
0.958,0.00E+00,0,0,0,0,0,0,0
0.959,0.00E+00,0,0,0,0,0,0,0
0.96,0.00E+00,0,0,0,0,0,0,0
0.961,0.00E+00,0,0,0,0,0,0,0
0.962,0.00E+00,0,0,0,0,0,0,0
0.963,0.00E+00,0,0,0,0,0,0,0
0.964,0.00E+00,0,0,0,0,0,0,0
0.965,0.00E+00,0,0,0,0,0,0,0
0.966,0.00E+00,0,0,0,0,0,0,0
0.967,0.00E+00,0,0,0,0,0,0,0
0.968,0.00E+00,0,0,0,0,0,0,0
0.969,0.00E+00,0,0,0,0,0,0,0
0.97,0.00E+00,0,0,0,0,0,0,0
0.971,0.00E+00,0,0,0,0,0,0,0
0.972,0.00E+00,0,0,0,0,0,0,0
0.973,0.00E+00,0,0,0,0,0,0,0
0.974,0.00E+00,0,0,0,0,0,0,0
0.975,0.00E+00,0,0,0,0,0,0,0
0.976,0.00E+00,0,0,0,0,0,0,0
0.977,0.00E+00,0,0,0,0,0,0,0
0.978,0.00E+00,0,0,0,0,0,0,0
0.979,0.00E+00,0,0,0,0,0,0,0
0.98,0.00E+00,0,0,0,0,0,0,0
0.981,0.00E+00,0,0,0,0,0,0,0
0.982,0.00E+00,0,0,0,0,0,0,0
0.983,0.00E+00,0,0,0,0,0,0,0
0.984,0.00E+00,0,0,0,0,0,0,0
0.985,0.00E+00,0,0,0,0,0,0,0
0.986,0.00E+00,0,0,0,0,0,0,0
0.987,0.00E+00,0,0,0,0,0,0,0
0.988,0.00E+00,0,0,0,0,0,0,0
0.989,0.00E+00,0,0,0,0,0,0,0
0.99,0.00E+00,0,0,0,0,0,0,0
0.991,0.00E+00,0,0,0,0,0,0,0
0.992,0.00E+00,0,0,0,0,0,0,0
0.993,0.00E+00,0,0,0,0,0,0,0
0.994,0.00E+00,0,0,0,0,0,0,0
0.995,0.00E+00,0,0,0,0,0,0,0
0.996,0.00E+00,0,0,0,0,0,0,0
0.997,0.00E+00,0,0,0,0,0,0,0
0.998,0.00E+00,0,0,0,0,0,0,0
0.999,0.00E+00,0,0,0,0,0,0,0
1,0.00E+00,0,0,0,0,0,0,0
1.001,0.00E+00,0,0,0,0,0,0,0
1.002,0.00E+00,0,0,0,0,0,0,0
1.003,0.00E+00,0,0,0,0,0,0,0
1.004,0.00E+00,0,0,0,0,0,0,0
1.005,0.00E+00,0,0,0,0,0,0,0
1.006,0.00E+00,0,0,0,0,0,0,0
1.007,0.00E+00,0,0,0,0,0,0,0
1.008,0.00E+00,0,0,0,0,0,0,0
1.009,0.00E+00,0,0,0,0,0,0,0
1.01,0.00E+00,0,0,0,0,0,0,0
1.011,0.00E+00,0,0,0,0,0,0,0
1.012,0.00E+00,0,0,0,0,0,0,0
1.013,0.00E+00,0,0,0,0,0,0,0
1.014,0.00E+00,0,0,0,0,0,0,0
1.015,0.00E+00,0,0,0,0,0,0,0
1.016,0.00E+00,0,0,0,0,0,0,0
1.017,0.00E+00,0,0,0,0,0,0,0
1.018,0.00E+00,0,0,0,0,0,0,0
1.019,0.00E+00,0,0,0,0,0,0,0
1.02,0.00E+00,0,0,0,0,0,0,0
1.021,0.00E+00,0,0,0,0,0,0,0
1.022,0.00E+00,0,0,0,0,0,0,0
1.023,0.00E+00,0,0,0,0,0,0,0
1.024,0.00E+00,0,0,0,0,0,0,0
1.025,0.00E+00,0,0,0,0,0,0,0
1.026,0.00E+00,0,0,0,0,0,0,0
1.027,0.00E+00,0,0,0,0,0,0,0
1.028,0.00E+00,0,0,0,0,0,0,0
1.029,0.00E+00,0,0,0,0,0,0,0
1.03,0.00E+00,0,0,0,0,0,0,0
1.031,0.00E+00,0,0,0,0,0,0,0
1.032,0.00E+00,0,0,0,0,0,0,0
1.033,0.00E+00,0,0,0,0,0,0,0
1.034,0.00E+00,0,0,0,0,0,0,0
1.035,0.00E+00,0,0,0,0,0,0,0
1.036,0.00E+00,0,0,0,0,0,0,0
1.037,0.00E+00,0,0,0,0,0,0,0
1.038,0.00E+00,0,0,0,0,0,0,0
1.039,0.00E+00,0,0,0,0,0,0,0
1.04,0.00E+00,0,0,0,0,0,0,0
1.041,0.00E+00,0,0,0,0,0,0,0
1.042,0.00E+00,0,0,0,0,0,0,0
1.043,0.00E+00,0,0,0,0,0,0,0
1.044,0.00E+00,0,0,0,0,0,0,0
1.045,0.00E+00,0,0,0,0,0,0,0
1.046,0.00E+00,0,0,0,0,0,0,0
1.047,0.00E+00,0,0,0,0,0,0,0
1.048,0.00E+00,0,0,0,0,0,0,0
1.049,0.00E+00,0,0,0,0,0,0,0
1.05,0.00E+00,0,0,0,0,0,0,0
1.051,0.00E+00,0,0,0,0,0,0,0
1.052,0.00E+00,0,0,0,0,0,0,0
1.053,0.00E+00,0,0,0,0,0,0,0
1.054,0.00E+00,0,0,0,0,0,0,0
1.055,0.00E+00,0,0,0,0,0,0,0
1.056,0.00E+00,0,0,0,0,0,0,0
1.057,0.00E+00,0,0,0,0,0,0,0
1.058,0.00E+00,0,0,0,0,0,0,0
1.059,0.00E+00,0,0,0,0,0,0,0
1.06,0.00E+00,0,0,0,0,0,0,0
1.061,0.00E+00,0,0,0,0,0,0,0
1.062,0.00E+00,0,0,0,0,0,0,0
1.063,0.00E+00,0,0,0,0,0,0,0
1.064,0.00E+00,0,0,0,0,0,0,0
1.065,0.00E+00,0,0,0,0,0,0,0
1.066,0.00E+00,0,0,0,0,0,0,0
1.067,0.00E+00,0,0,0,0,0,0,0
1.068,0.00E+00,0,0,0,0,0,0,0
1.069,0.00E+00,0,0,0,0,0,0,0
1.07,0.00E+00,0,0,0,0,0,0,0
1.071,0.00E+00,0,0,0,0,0,0,0
1.072,0.00E+00,0,0,0,0,0,0,0
1.073,0.00E+00,0,0,0,0,0,0,0
1.074,0.00E+00,0,0,0,0,0,0,0
1.075,0.00E+00,0,0,0,0,0,0,0
1.076,0.00E+00,0,0,0,0,0,0,0
1.077,0.00E+00,0,0,0,0,0,0,0
1.078,0.00E+00,0,0,0,0,0,0,0
1.079,0.00E+00,0,0,0,0,0,0,0
1.08,0.00E+00,0,0,0,0,0,0,0
1.081,0.00E+00,0,0,0,0,0,0,0
1.082,0.00E+00,0,0,0,0,0,0,0
1.083,0.00E+00,0,0,0,0,0,0,0
1.084,0.00E+00,0,0,0,0,0,0,0
1.085,0.00E+00,0,0,0,0,0,0,0
1.086,0.00E+00,0,0,0,0,0,0,0
1.087,0.00E+00,0,0,0,0,0,0,0
1.088,0.00E+00,0,0,0,0,0,0,0
1.089,0.00E+00,0,0,0,0,0,0,0
1.09,0.00E+00,0,0,0,0,0,0,0
1.091,0.00E+00,0,0,0,0,0,0,0
1.092,0.00E+00,0,0,0,0,0,0,0
1.093,0.00E+00,0,0,0,0,0,0,0
1.094,0.00E+00,0,0,0,0,0,0,0
1.095,0.00E+00,0,0,0,0,0,0,0
1.096,0.00E+00,0,0,0,0,0,0,0
1.097,0.00E+00,0,0,0,0,0,0,0
1.098,0.00E+00,0,0,0,0,0,0,0
1.099,0.00E+00,0,0,0,0,0,0,0
1.1,0.00E+00,0,0,0,0,0,0,0
1.101,0.00E+00,0,0,0,0,0,0,0
1.102,0.00E+00,0,0,0,0,0,0,0
1.103,0.00E+00,0,0,0,0,0,0,0
1.104,0.00E+00,0,0,0,0,0,0,0
1.105,0.00E+00,0,0,0,0,0,0,0
1.106,0.00E+00,0,0,0,0,0,0,0
1.107,0.00E+00,0,0,0,0,0,0,0
1.108,0.00E+00,0,0,0,0,0,0,0
1.109,0.00E+00,0,0,0,0,0,0,0
1.11,0.00E+00,0,0,0,0,0,0,0
1.111,0,0,0,0,0,0,0,0
1.112,0.00E+00,0,0,0,0,0,0,0
1.113,0,0,0,0,0,0,0,0
1.114,0,0,0,0,0,0,0,0
1.115,0,0,0,0,0,0,0,0
1.116,0,0,0,0,0,0,0,0
1.117,0,0,0,0,0,0,0,0
1.118,0,0,0,0,0,0,0,0
1.119,0,0,0,0,0,0,0,0
1.12,0,0,0,0,0,0,0,0
1.121,0,0,0,0,0,0,0,0
1.122,0,0,0,0,0,0,0,0
1.123,0,0,0,0,0,0,0,0
1.124,0,0,0,0,0,0,0,0
1.125,0,0,0,0,0,0,0,0
1.126,0,0,0,0,0,0,0,0
1.127,0,0,0,0,0,0,0,0
1.128,0,0,0,0,0,0,0,0
1.129,0,0,0,0,0,0,0,0
1.13,0,0,0,0,0,0,0,0
1.131,0.00E+00,0,0,0,0,0,0,0
1.132,0.00E+00,0,0,0,0,0,0,0
1.133,0,0,0,0,0,0,0,0
1.134,0,0,0,0,0,0,0,0
1.135,0.00E+00,0,0,0,0,0,0,0
1.136,0,0,0,0,0,0,0,0
1.137,0.00E+00,0,0,0,0,0,0,0
1.138,0,0,0,0,0,0,0,0
1.139,0,0,0,0,0,0,0,0
1.14,0,0,0,0,0,0,0,0
1.141,0,0,0,0,0,0,0,0
1.142,0,0,0,0,0,0,0,0
1.143,0.00E+00,0,0,0,0,0,0,0
1.144,0,0,0,0,0,0,0,0
1.145,0,0,0,0,0,0,0,0
1.146,0,0,0,0,0,0,0,0
1.147,0,0,0,0,0,0,0,0
1.148,0,0,0,0,0,0,0,0
1.149,0,0,0,0,0,0,0,0
1.15,0,0,0,0,0,0,0,0
1.151,0,0,0,0,0,0,0,0
1.152,0,0,0,0,0,0,0,0
1.153,0,0,0,0,0,0,0,0
1.154,0,0,0,0,0,0,0,0
1.155,0,0,0,0,0,0,0,0
1.156,0,0,0,0,0,0,0,0
1.157,0.00E+00,0,0,0,0,0,0,0
1.158,0,0,0,0,0,0,0,0
1.159,0,0,0,0,0,0,0,0
1.16,0.00E+00,0,0,0,0,0,0,0
1.161,0.00E+00,0,0,0,0,0,0,0
1.162,0.00E+00,0,0,0,0,0,0,0
1.163,0.00E+00,0,0,0,0,0,0,0
1.164,0.00E+00,0,0,0,0,0,0,0
1.165,0.00E+00,0,0,0,0,0,0,0
1.166,0.00E+00,0,0,0,0,0,0,0
1.167,0.00E+00,0,0,0,0,0,0,0
1.168,0.00E+00,0,0,0,0,0,0,0
1.169,0.00E+00,0,0,0,0,0,0,0
1.17,0.00E+00,0,0,0,0,0,0,0
1.171,0.00E+00,0,0,0,0,0,0,0
1.172,0.00E+00,0,0,0,0,0,0,0
1.173,0.00E+00,0,0,0,0,0,0,0
1.174,0.00E+00,0,0,0,0,0,0,0
1.175,0.00E+00,0,0,0,0,0,0,0
1.176,0.00E+00,0,0,0,0,0,0,0
1.177,0.00E+00,0,0,0,0,0,0,0
1.178,0.00E+00,0,0,0,0,0,0,0
1.179,0.00E+00,0,0,0,0,0,0,0
1.18,0.00E+00,0,0,0,0,0,0,0
1.181,0.00E+00,0,0,0,0,0,0,0
1.182,0.00E+00,0,0,0,0,0,0,0
1.183,0.00E+00,0,0,0,0,0,0,0
1.184,0.00E+00,0,0,0,0,0,0,0
1.185,0.00E+00,0,0,0,0,0,0,0
1.186,0.00E+00,0,0,0,0,0,0,0
1.187,0.00E+00,0,0,0,0,0,0,0
1.188,0.00E+00,0,0,0,0,0,0,0
1.189,0.00E+00,0,0,0,0,0,0,0
1.19,0.00E+00,0,0,0,0,0,0,0
1.191,0.00E+00,0,0,0,0,0,0,0
1.192,0.00E+00,0,0,0,0,0,0,0
1.193,0.00E+00,0,0,0,0,0,0,0
1.194,0.00E+00,0,0,0,0,0,0,0
1.195,0.00E+00,0,0,0,0,0,0,0
1.196,0.00E+00,0,0,0,0,0,0,0
1.197,0.00E+00,0,0,0,0,0,0,0
1.198,0.00E+00,0,0,0,0,0,0,0
1.199,0.00E+00,0,0,0,0,0,0,0
1.2,0.00E+00,0,0,0,0,0,0,0
1.201,0.00E+00,0,0,0,0,0,0,0
1.202,0.00E+00,0,0,0,0,0,0,0
1.203,0.00E+00,0,0,0,0,0,0,0
1.204,0.00E+00,0,0,0,0,0,0,0
1.205,0.00E+00,0,0,0,0,0,0,0
1.206,0.00E+00,0,0,0,0,0,0,0
1.207,0.00E+00,0,0,0,0,0,0,0
1.208,0.00E+00,0,0,0,0,0,0,0
1.209,0.00E+00,0,0,0,0,0,0,0
1.21,0.00E+00,0,0,0,0,0,0,0
1.211,0.00E+00,0,0,0,0,0,0,0
1.212,0.00E+00,0,0,0,0,0,0,0
1.213,0.00E+00,0,0,0,0,0,0,0
1.214,0.00E+00,0,0,0,0,0,0,0
1.215,0.00E+00,0,0,0,0,0,0,0
1.216,0.00E+00,0,0,0,0,0,0,0
1.217,0.00E+00,0,0,0,0,0,0,0
1.218,0.00E+00,0,0,0,0,0,0,0
1.219,0.00E+00,0,0,0,0,0,0,0
1.22,0.00E+00,0,0,0,0,0,0,0
1.221,0.00E+00,0,0,0,0,0,0,0
1.222,0.00E+00,0,0,0,0,0,0,0
1.223,0.00E+00,0,0,0,0,0,0,0
1.224,0.00E+00,0,0,0,0,0,0,0
1.225,0.00E+00,0,0,0,0,0,0,0
1.226,0.00E+00,0,0,0,0,0,0,0
1.227,0.00E+00,0,0,0,0,0,0,0
1.228,0.00E+00,0,0,0,0,0,0,0
1.229,0.00E+00,0,0,0,0,0,0,0
1.23,0.00E+00,0,0,0,0,0,0,0
1.231,0.00E+00,0,0,0,0,0,0,0
1.232,0.00E+00,0,0,0,0,0,0,0
1.233,0.00E+00,0,0,0,0,0,0,0
1.234,0.00E+00,0,0,0,0,0,0,0
1.235,0.00E+00,0,0,0,0,0,0,0
1.236,0.00E+00,0,0,0,0,0,0,0
1.237,0.00E+00,0,0,0,0,0,0,0
1.238,0.00E+00,0,0,0,0,0,0,0
1.239,0.00E+00,0,0,0,0,0,0,0
1.24,0.00E+00,0,0,0,0,0,0,0
1.241,0.00E+00,0,0,0,0,0,0,0
1.242,0.00E+00,0,0,0,0,0,0,0
1.243,0.00E+00,0,0,0,0,0,0,0
1.244,0.00E+00,0,0,0,0,0,0,0
1.245,0.00E+00,0,0,0,0,0,0,0
1.246,0.00E+00,0,0,0,0,0,0,0
1.247,0.00E+00,0,0,0,0,0,0,0
1.248,0.00E+00,0,0,0,0,0,0,0
1.249,0.00E+00,0,0,0,0,0,0,0
1.25,0.00E+00,0,0,0,0,0,0,0
1.251,0.00E+00,0,0,0,0,0,0,0
1.252,0.00E+00,0,0,0,0,0,0,0
1.253,0.00E+00,0,0,0,0,0,0,0
1.254,0.00E+00,0,0,0,0,0,0,0
1.255,0.00E+00,0,0,0,0,0,0,0
1.256,0.00E+00,0,0,0,0,0,0,0
1.257,0.00E+00,0,0,0,0,0,0,0
1.258,0.00E+00,0,0,0,0,0,0,0
1.259,0.00E+00,0,0,0,0,0,0,0
1.26,0.00E+00,0,0,0,0,0,0,0
1.261,0.00E+00,0,0,0,0,0,0,0
1.262,0.00E+00,0,0,0,0,0,0,0
1.263,0.00E+00,0,0,0,0,0,0,0
1.264,0.00E+00,0,0,0,0,0,0,0
1.265,0.00E+00,0,0,0,0,0,0,0
1.266,0.00E+00,0,0,0,0,0,0,0
1.267,0.00E+00,0,0,0,0,0,0,0
1.268,0.00E+00,0,0,0,0,0,0,0
1.269,0.00E+00,0,0,0,0,0,0,0
1.27,0.00E+00,0,0,0,0,0,0,0
1.271,0.00E+00,0,0,0,0,0,0,0
1.272,0.00E+00,0,0,0,0,0,0,0
1.273,0.00E+00,0,0,0,0,0,0,0
1.274,0.00E+00,0,0,0,0,0,0,0
1.275,0.00E+00,0,0,0,0,0,0,0
1.276,0.00E+00,0,0,0,0,0,0,0
1.277,0.00E+00,0,0,0,0,0,0,0
1.278,0.00E+00,0,0,0,0,0,0,0
1.279,0.00E+00,0,0,0,0,0,0,0
1.28,0.00E+00,0,0,0,0,0,0,0
1.281,0.00E+00,0,0,0,0,0,0,0
1.282,0.00E+00,0,0,0,0,0,0,0
1.283,0.00E+00,0,0,0,0,0,0,0
1.284,0.00E+00,0,0,0,0,0,0,0
1.285,0.00E+00,0,0,0,0,0,0,0
1.286,0.00E+00,0,0,0,0,0,0,0
1.287,0.00E+00,0,0,0,0,0,0,0
1.288,0.00E+00,0,0,0,0,0,0,0
1.289,0.00E+00,0,0,0,0,0,0,0
1.29,0.00E+00,0,0,0,0,0,0,0
1.291,0.00E+00,0,0,0,0,0,0,0
1.292,0.00E+00,0,0,0,0,0,0,0
1.293,0.00E+00,0,0,0,0,0,0,0
1.294,0.00E+00,0,0,0,0,0,0,0
1.295,0.00E+00,0,0,0,0,0,0,0
1.296,0.00E+00,0,0,0,0,0,0,0
1.297,0.00E+00,0,0,0,0,0,0,0
1.298,0.00E+00,0,0,0,0,0,0,0
1.299,0.00E+00,0,0,0,0,0,0,0
1.3,0.00E+00,0,0,0,0,0,0,0
1.301,0.00E+00,0,0,0,0,0,0,0
1.302,0.00E+00,0,0,0,0,0,0,0
1.303,0.00E+00,0,0,0,0,0,0,0
1.304,0.00E+00,0,0,0,0,0,0,0
1.305,0.00E+00,0,0,0,0,0,0,0
1.306,0.00E+00,0,0,0,0,0,0,0
1.307,0.00E+00,0,0,0,0,0,0,0
1.308,0.00E+00,0,0,0,0,0,0,0
1.309,0.00E+00,0,0,0,0,0,0,0
1.31,0.00E+00,0,0,0,0,0,0,0
1.311,0.00E+00,0,0,0,0,0,0,0
1.312,0.00E+00,0,0,0,0,0,0,0
1.313,0.00E+00,0,0,0,0,0,0,0
1.314,0.00E+00,0,0,0,0,0,0,0
1.315,0.00E+00,0,0,0,0,0,0,0
1.316,0.00E+00,0,0,0,0,0,0,0
1.317,0.00E+00,0,0,0,0,0,0,0
1.318,0.00E+00,0,0,0,0,0,0,0
1.319,0.00E+00,0,0,0,0,0,0,0
1.32,0.00E+00,0,0,0,0,0,0,0
1.321,0.00E+00,0,0,0,0,0,0,0
1.322,0.00E+00,0,0,0,0,0,0,0
1.323,0.00E+00,0,0,0,0,0,0,0
1.324,0.00E+00,0,0,0,0,0,0,0
1.325,0.00E+00,0,0,0,0,0,0,0
1.326,0.00E+00,0,0,0,0,0,0,0
1.327,0.00E+00,0,0,0,0,0,0,0
1.328,0.00E+00,0,0,0,0,0,0,0
1.329,0,0,0,0,0,0,0,0
1.33,0.00E+00,0,0,0,0,0,0,0
1.331,0,0,0,0,0,0,0,0
1.332,0,0,0,0,0,0,0,0
1.333,0.00E+00,0,0,0,0,0,0,0
1.334,0.00E+00,0,0,0,0,0,0,0
1.335,0.00E+00,0,0,0,0,0,0,0
1.336,0,0,0,0,0,0,0,0
1.337,0.00E+00,0,0,0,0,0,0,0
1.338,0,0,0,0,0,0,0,0
1.339,0.00E+00,0,0,0,0,0,0,0
1.34,0,0,0,0,0,0.00004,0,0
1.341,0.00E+00,0,0,0,0,0.00014,0,0
1.342,0,0,0,0,0,0.00025,0,0
1.343,0,0,0,0,0,0.00039,0,0
1.344,0,0,0,0,0,0.00055,0,0
1.345,0,0,0,0,0,0.00074,0,0
1.346,0,0,0,0,0,0.00098,0,0
1.347,0,0,0,0,0,0.00125,0,0
1.348,0.00E+00,0,0,0,0,0.0016,0,0
1.349,0,0,0,0,0,0.00205,0,0
1.35,0.00E+00,0,0,0,0,0.00264,0,0
1.351,0,0,0,0,0,0.00345,0,0
1.352,0.00E+00,0,0,0,0,0.00463,0,0
1.353,0.00E+00,0,0,0,0,0.00621,0,0
1.354,0.00E+00,0,0,0,0,0.00897,0,0
1.355,0.00E+00,0,0,0,0,0.01376,0,0
1.356,0.00E+00,0,0,0,0,0.0212,0,0
1.357,0.00E+00,0,0,0,0,0.03372,0,0
1.358,0.00E+00,0,0,0,0,0.05466,0,0
1.359,0.00E+00,0,0,0,0,0.08997,0,0
1.36,0.00E+00,0,0,0,0,0.14571,0,0
1.361,0.00E+00,0,0,0,0,0.2429,0,0
1.362,0.00E+00,0,0,0,0,0.37965,0,0
1.363,0.00E+00,0,0,0,0,0.51995,0,0
1.364,0.00E+00,0,0,0,0,0.67573,0,0
1.365,0.00E+00,0,0,0,0,0.81274,0,0
1.366,0.00E+00,0,0,0,0,0.86652,0,0
1.367,0.00E+00,0,0,0,0,0.898,0,0
1.368,0.00E+00,0,0,0,0,0.94487,0,0
1.369,0.00E+00,0,0,0,0,0.94853,0,0
1.37,0.00E+00,0,0,0,0,0.93458,0,0
1.371,0.00E+00,0,0,0,0,0.95895,0,0
1.372,0.00E+00,0,0,0,0,0.99089,0,0
1.373,0.00E+00,0,0,0,0,0.99393,0,0
1.374,0.00E+00,0,0,0,0,0.99285,0,0
1.375,0.00E+00,0,0,0,0,0.99245,0,0
1.376,0.00E+00,0,0,0,0,0.98653,0,0
1.377,0.00E+00,0,0,0,0,0.97845,0,0
1.378,0.00E+00,0,0,0,0,0.9638,0,0
1.379,0.00E+00,0,0,0,0,0.92234,0,0
1.38,0.00E+00,0,0,0,0,0.87195,0,0
1.381,0.00E+00,0,0,0,0,0.7964,0,0
1.382,0.00E+00,0,0,0,0,0.65971,0,0
1.383,0.00E+00,0,0,0,0,0.53721,0,0
1.384,0.00E+00,0,0,0,0,0.3829,0,0
1.385,0.00E+00,0,0,0,0,0.24979,0,0
1.386,0.00E+00,0,0,0,0,0.1559,0,0
1.387,0.00E+00,0,0,0,0,0.09197,0,0
1.388,0.00E+00,0,0,0,0,0.05507,0,0
1.389,0.00E+00,0,0,0,0,0.03457,0,0
1.39,0.00E+00,0,0,0,0,0.02165,0,0
1.391,0.00E+00,0,0,0,0,0.01332,0,0
1.392,0.00E+00,0,0,0,0,0.00845,0,0
1.393,0.00E+00,0,0,0,0,0.00572,0,0
1.394,0.00E+00,0,0,0,0,0.00365,0,0
1.395,0.00E+00,0,0,0,0,0.00235,0,0
1.396,0.00E+00,0,0,0,0,0.0016,0,0
1.397,0.00E+00,0,0,0,0,0.00115,0,0
1.398,0,0,0,0,0,0.0007,0,0
1.399,0.00E+00,0,0,0,0,0.00037,0,0
1.4,0.00E+00,0,0,0,0,0.00017,0,0
1.401,0.00E+00,0,0,0,0,0.00008,0,0
1.402,0.00E+00,0,0,0,0,0,0,0
1.403,0.00E+00,0,0,0,0,0,0,0
1.404,0.00E+00,0,0,0,0,0,0,0
1.405,0.00E+00,0,0,0,0,0,0,0
1.406,0,0,0,0,0,0,0,0
1.407,0.00E+00,0,0,0,0,0,0,0
1.408,0.00E+00,0,0,0,0,0,0,0
1.409,0.00E+00,0,0,0,0,0,0,0
1.41,0.00E+00,0,0,0,0,0,0,0
1.411,0.00E+00,0,0,0,0,0,0,0
1.412,0.00E+00,0,0,0,0,0,0,0
1.413,0,0,0,0,0,0,0,0
1.414,0.00E+00,0,0,0,0,0,0,0
1.415,0.00E+00,0,0,0,0,0,0,0
1.416,0,0,0,0,0,0,0,0
1.417,0,0,0,0,0,0,0,0
1.418,0.00E+00,0,0,0,0,0,0,0
1.419,0.00E+00,0,0,0,0,0,0,0
1.42,0.00E+00,0,0,0,0,0,0,0
1.421,0,0,0,0,0,0,0,0
1.422,0,0,0,0,0,0,0,0
1.423,0.00E+00,0,0,0,0,0,0,0
1.424,0.00E+00,0,0,0,0,0,0,0
1.425,0,0,0,0,0,0,0,0
1.426,0,0,0,0,0,0,0,0
1.427,0,0,0,0,0,0,0,0
1.428,0.00E+00,0,0,0,0,0,0,0
1.429,0,0,0,0,0,0,0,0
1.43,0,0,0,0,0,0,0,0
1.431,0,0,0,0,0,0,0,0
1.432,0.00E+00,0,0,0,0,0,0,0
1.433,0,0,0,0,0,0,0,0
1.434,0,0,0,0,0,0,0,0
1.435,0,0,0,0,0,0,0,0
1.436,0,0,0,0,0,0,0,0
1.437,0,0,0,0,0,0,0,0
1.438,0.00E+00,0,0,0,0,0,0,0
1.439,0,0,0,0,0,0,0,0
1.44,0,0,0,0,0,0,0,0
1.441,0,0,0,0,0,0,0,0
1.442,0,0,0,0,0,0,0,0
1.443,0,0,0,0,0,0,0,0
1.444,0,0,0,0,0,0,0,0
1.445,0,0,0,0,0,0,0,0
1.446,0.00E+00,0,0,0,0,0,0,0
1.447,0,0,0,0,0,0,0,0
1.448,0,0,0,0,0,0,0,0
1.449,0,0,0,0,0,0,0,0
1.45,0,0,0,0,0,0,0,0
1.451,0.00E+00,0,0,0,0,0,0,0
1.452,0,0,0,0,0,0,0,0
1.453,0,0,0,0,0,0,0,0
1.454,0.00E+00,0,0,0,0,0,0,0
1.455,0,0,0,0,0,0,0,0
1.456,0,0,0,0,0,0,0,0
1.457,0,0,0,0,0,0,0,0
1.458,0,0,0,0,0,0,0,0
1.459,0.00E+00,0,0,0,0,0,0,0
1.46,0,0,0,0,0,0,0,0
1.461,0,0,0,0,0,0,0,0
1.462,0,0,0,0,0,0,0,0
1.463,0,0,0,0,0,0,0,0
1.464,0.00E+00,0,0,0,0,0,0,0
1.465,0,0,0,0,0,0,0,0
1.466,0,0,0,0,0,0,0,0
1.467,0,0,0,0,0,0,0,0
1.468,0,0,0,0,0,0,0,0
1.469,0,0,0,0,0,0,0,0
1.47,0,0,0,0,0,0,0,0
1.471,0,0,0,0,0,0,0,0
1.472,0,0,0,0,0,0,0,0
1.473,0,0,0,0,0,0,0,0
1.474,0,0,0,0,0,0,0,0
1.475,0.00E+00,0,0,0,0,0,0,0
1.476,0,0,0,0,0,0,0,0
1.477,0,0,0,0,0,0,0,0
1.478,0,0,0,0,0,0,0,0
1.479,0,0,0,0,0,0,0,0
1.48,0,0,0,0,0,0,0,0
1.481,0,0,0,0,0,0,0,0
1.482,0,0,0,0,0,0,0,0
1.483,0.00E+00,0,0,0,0,0,0,0
1.484,0,0,0,0,0,0,0,0
1.485,0,0,0,0,0,0,0,0
1.486,0,0,0,0,0,0,0,0
1.487,0,0,0,0,0,0,0,0
1.488,0,0,0,0,0,0,0,0
1.489,0.00E+00,0,0,0,0,0,0,0
1.49,0,0,0,0,0,0,0,0
1.491,0,0,0,0,0,0,0,0
1.492,0.00E+00,0,0,0,0,0,0,0
1.493,0.00E+00,0,0,0,0,0,0,0
1.494,0.00E+00,0,0,0,0,0,0,0
1.495,0.00E+00,0,0,0,0,0,0,0
1.496,0.00E+00,0,0,0,0,0,0,0
1.497,0.00E+00,0,0,0,0,0,0,0
1.498,0.00E+00,0,0,0,0,0,0,0
1.499,0.00E+00,0,0,0,0,0,0,0
1.5,0.00E+00,0,0,0,0,0,0,0
1.501,0.00E+00,0,0,0,0,0,0,0
