wavelength,BLUE,GREEN,RED,NIR,SWIR1,SWIR2
0.583,0,0.92202,0.0022,0,0,0
0.584,0,0.93775,0.0022,0,0,0
0.585,0,0.94854,0.0022,0,0,0
0.586,0,0.95783,0.0022,0,0,0
0.587,0,0.96682,0.00224,0,0,0
0.588,0,0.97389,0.0023,0,0,0
0.589,0,0.97914,0.0023,0,0,0
0.59,0,0.98448,0.0026,0,0,0
0.591,0,0.99047,0.00327,0,0,0
0.592,0,0.99614,0.00392,0,0,0
0.593,0,0.99923,0.00457,0,0,0
0.594,0,0.9996,0.00523,0,0,0
0.595,0,0.99879,0.0059,0,0,0
0.596,0,0.997,0.00657,0,0,0
0.597,0,0.98837,0.00721,0,0,0
0.598,0,0.97293,0.00787,0,0,0
0.599,0,0.95738,0.00853,0,0,0
0.6,0,0.93876,0.01019,0,0,0
0.601,0,0.91192,0.01301,0,0,0
0.602,0,0.87947,0.01586,0,0,0
0.603,0,0.84684,0.0187,0,0,0
0.604,0,0.814,0.02153,0,0,0
0.605,0,0.77371,0.02475,0,0,0
0.606,0,0.71308,0.02844,0,0,0
0.607,0,0.6383,0.03212,0,0,0
0.608,0,0.56302,0.03579,0,0,0
0.609,0,0.49715,0.03948,0,0,0
0.61,0,0.44296,0.04321,0,0,0
0.611,0,0.38858,0.05263,0,0,0
0.612,0,0.33394,0.07038,0,0,0
0.613,0,0.279,0.08992,0,0,0
0.614,0,0.22935,0.10957,0,0,0
0.615,0,0.19459,0.12931,0,0,0
0.616,0,0.16984,0.1492,0,0,0
0.617,0,0.145,0.16925,0,0,0
0.618,0,0.12073,0.20725,0,0,0
0.619,0,0.10308,0.2793,0,0,0
0.62,0,0.09257,0.36643,0,0,0
0.621,0,0.08208,0.43007,0,0,0
0.622,0,0.07153,0.45877,0,0,0
0.623,0,0.06089,0.48028,0,0,0
0.624,0,0.05356,0.50187,0,0,0
0.625,0,0.05036,0.52352,0,0,0
0.626,0,0.04716,0.54521,0,0,0
0.627,0,0.04396,0.56701,0,0,0
0.628,0,0.04076,0.5889,0,0,0
0.629,0,0.03752,0.61112,0,0,0
0.63,0,0.03435,0.63561,0,0,0
0.631,0,0.03135,0.66669,0,0,0
0.632,0,0.02835,0.7091,0,0,0
0.633,0,0.02535,0.75924,0,0,0
0.634,0,0.02235,0.79401,0,0,0
0.635,0,0.01986,0.80981,0,0,0
0.636,0,0.01801,0.8257,0,0,0
0.637,0,0.01615,0.8408,0,0,0
0.638,0,0.01427,0.85359,0,0,0
0.639,0,0.01243,0.86488,0,0,0
0.64,0,0.01089,0.87627,0,0,0
0.641,0,0.00974,0.88778,0,0,0
0.642,0,0.00861,0.89927,0,0,0
0.643,0,0.00748,0.9083,0,0,0
0.644,0,0.00632,0.91403,0,0,0
0.645,0,0.00519,0.91943,0,0,0
0.646,0,0.00404,0.92483,0,0,0
0.647,0,0.0029,0.93023,0,0,0
0.648,0,0.00178,0.93563,0,0,0
0.649,0,0.00062,0.94108,0,0,0
0.65,0,0,0.94374,0,0,0
0.651,0,0,0.94289,0,0,0
0.652,0,0,0.942,0,0,0
0.653,0,0,0.94109,0,0,0
0.654,0,0,0.9402,0,0,0
0.655,0,0,0.93929,0,0,0
0.656,0,0,0.9384,0,0,0
0.657,0,0,0.93749,0,0,0
0.658,0,0,0.93655,0,0,0
0.659,0,0,0.9356,0,0,0
0.66,0,0,0.93605,0,0,0
0.661,0,0,0.93819,0,0,0
0.662,0,0,0.94098,0,0,0
0.663,0,0,0.94533,0,0,0
0.664,0,0,0.95073,0,0,0
0.665,0,0,0.95613,0,0,0
0.666,0,0,0.96158,0,0,0
0.667,0,0,0.96703,0,0,0
0.668,0,0,0.97249,0,0,0
0.669,0,0,0.97721,0,0,0
0.67,0,0,0.98101,0,0,0
0.671,0,0,0.98481,0,0,0
0.672,0,0,0.98847,0,0,0
0.673,0,0,0.99333,0,0,0
0.674,0,0,0.99667,0,0,0
0.675,0,0,0.99721,0,0,0
0.676,0,0,0.99901,0,0,0
0.677,0,0,0.99896,0,0,0
0.678,0,0,0.9968,0,0,0
0.679,0,0,0.99475,0,0,0
0.68,0,0,0.9841,0,0,0
0.681,0,0,0.97291,0,0,0
0.682,0,0,0.97376,0,0,0
0.683,0,0,0.96938,0,0,0
0.684,0,0,0.95522,0,0,0
0.685,0,0,0.93673,0,0,0
0.686,0,0,0.91809,0,0,0
0.687,0,0,0.89124,0,0,0
0.688,0,0,0.84895,0,0,0
0.689,0,0,0.79982,0,0,0
0.69,0,0,0.73409,0,0,0
0.691,0,0,0.64509,0,0,0
0.692,0,0,0.5539,0,0,0
0.693,0,0,0.47268,0,0,0
0.694,0,0,0.40085,0,0,0
0.695,0,0,0.32862,0,0,0
0.696,0,0,0.25942,0,0,0
0.697,0,0,0.20748,0,0,0
0.698,0,0,0.17183,0,0,0
0.699,0,0,0.136,0,0,0
0.7,0,0,0.11143,0,0,0
0.701,0,0,0.10083,0,0,0
0.702,0,0,0.09023,0,0,0
0.703,0,0,0.07959,0,0,0
0.704,0,0,0.06884,0,0,0
0.705,0,0,0.06129,0,0,0
0.706,0,0,0.05771,0,0,0
0.707,0,0,0.05413,0,0,0
0.708,0,0,0.05055,0,0,0
0.709,0,0,0.04697,0,0,0
0.71,0,0,0.04365,0,0,0
0.711,0,0,0.04065,0,0,0
0.712,0,0,0.03765,0,0,0
0.713,0,0,0.03465,0,0,0
0.714,0,0,0.03165,0,0,0
0.715,0,0,0.02906,0,0,0
0.716,0,0,0.02695,0,0,0
0.717,0,0,0.02486,0,0,0
0.718,0,0,0.02275,0,0,0
0.719,0,0,0.02066,0,0,0
0.72,0,0,0.01885,0,0,0
0.721,0,0,0.01735,0,0,0
0.722,0,0,0.01587,0,0,0
0.723,0,0,0.0144,0,0,0
0.724,0,0,0.0129,0,0,0
0.725,0,0,0.01156,0,0,0
0.726,0,0,0.01036,0,0,0
0.727,0,0,0.00916,0,0,0
0.728,0,0,0.00796,0,0,0
0.729,0,0,0.00676,0,0,0
0.73,0,0,0.00597,0.0026,0,0
0.731,0,0,0.00567,0.0031,0,0
0.732,0,0,0.00537,0.00358,0,0
0.733,0,0,0.00507,0.00405,0,0
0.734,0,0,0.00477,0.00455,0,0
0.735,0,0,0.00446,0.005,0,0
0.736,0,0,0.00417,0.0055,0,0
0.737,0,0,0.00386,0.00598,0,0
0.738,0,0,0.00357,0.00645,0,0
0.739,0,0,0.00326,0.00695,0,0
0.74,0,0,0.00031,0.00743,0,0
0.741,0,0,0,0.00794,0,0
0.742,0,0,0,0.00843,0,0
0.743,0,0,0,0.00894,0,0
0.744,0,0,0,0.00943,0,0
0.745,0,0,0,0.0106,0,0
0.746,0,0,0,0.01253,0,0
0.747,0,0,0,0.0145,0,0
0.748,0,0,0,0.01648,0,0
0.749,0,0,0,0.0184,0,0
0.75,0,0,0,0.02081,0,0
0.751,0,0,0,0.02375,0,0
0.752,0,0,0,0.0267,0,0
0.753,0,0,0,0.02965,0,0
0.754,0,0,0,0.03265,0,0
0.755,0,0,0,0.03785,0,0
0.756,0,0,0,0.04584,0,0
0.757,0,0,0,0.0539,0,0
0.758,0,0,0,0.0619,0,0
0.759,0,0,0,0.06995,0,0
0.76,0,0,0,0.07804,0,0
0.761,0,0,0,0.0861,0,0
0.762,0,0,0,0.09419,0,0
0.763,0,0,0,0.1086,0,0
0.764,0,0,0,0.13065,0,0
0.765,0,0,0,0.15274,0,0
0.766,0,0,0,0.17489,0,0
0.767,0,0,0,0.20001,0,0
0.768,0,0,0,0.23168,0,0
0.769,0,0,0,0.26699,0,0
0.77,0,0,0,0.30239,0,0
0.771,0,0,0,0.33783,0,0
0.772,0,0,0,0.37332,0,0
0.773,0,0,0,0.40892,0,0
0.774,0,0,0,0.44457,0,0
0.775,0,0,0,0.48031,0,0
0.776,0,0,0,0.51962,0,0
0.777,0,0,0,0.56304,0,0
0.778,0,0,0,0.60628,0,0
0.779,0,0,0,0.64954,0,0
0.78,0,0,0,0.69279,0,0
0.781,0,0,0,0.73609,0,0
0.782,0,0,0,0.77569,0,0
0.783,0,0,0,0.80706,0,0
0.784,0,0,0,0.8339,0,0
0.785,0,0,0,0.86081,0,0
0.786,0,0,0,0.8877,0,0
0.787,0,0,0,0.90904,0,0
0.788,0,0,0,0.92353,0,0
0.789,0,0,0,0.93804,0,0
0.79,0,0,0,0.95068,0,0
0.791,0,0,0,0.95933,0,0
0.792,0,0,0,0.96587,0,0
0.793,0,0,0,0.97244,0,0
0.794,0,0,0,0.97897,0,0
0.795,0,0,0,0.98419,0,0
0.796,0,0,0,0.98767,0,0
0.797,0,0,0,0.99113,0,0
0.798,0,0,0,0.99459,0,0
0.799,0,0,0,0.99808,0,0
0.8,0,0,0,0.99878,0,0
0.801,0,0,0,0.99604,0,0
0.802,0,0,0,0.99329,0,0
0.803,0,0,0,0.99058,0,0
0.804,0,0,0,0.98784,0,0
0.805,0,0,0,0.98495,0,0
0.806,0,0,0,0.98195,0,0
0.807,0,0,0,0.97891,0,0
0.808,0,0,0,0.97585,0,0
0.809,0,0,0,0.97285,0,0
0.81,0,0,0,0.96985,0,0
0.811,0,0,0,0.9668,0,0
0.812,0,0,0,0.96375,0,0
0.813,0,0,0,0.96075,0,0
0.814,0,0,0,0.95775,0,0
0.815,0,0,0,0.95471,0,0
0.816,0,0,0,0.95165,0,0
0.817,0,0,0,0.94883,0,0
0.818,0,0,0,0.94618,0,0
0.819,0,0,0,0.94349,0,0
0.82,0,0,0,0.9407,0,0
0.821,0,0,0,0.9378,0,0
0.822,0,0,0,0.9349,0,0
0.823,0,0,0,0.93199,0,0
0.824,0,0,0,0.9304,0,0
0.825,0,0,0,0.93112,0,0
0.826,0,0,0,0.9329,0,0
0.827,0,0,0,0.9349,0,0
0.828,0,0,0,0.9369,0,0
0.829,0,0,0,0.93886,0,0
0.83,0,0,0,0.9408,0,0
0.831,0,0,0,0.9428,0,0
0.832,0,0,0,0.9448,0,0
0.833,0,0,0,0.9468,0,0
0.834,0,0,0,0.9488,0,0
0.835,0,0,0,0.9508,0,0
0.836,0,0,0,0.9528,0,0
0.837,0,0,0,0.95475,0,0
0.838,0,0,0,0.9567,0,0
0.839,0,0,0,0.9587,0,0
0.84,0,0,0,0.9607,0,0
0.841,0,0,0,0.9627,0,0
0.842,0,0,0,0.9647,0,0
0.843,0,0,0,0.96666,0,0
0.844,0,0,0,0.9686,0,0
0.845,0,0,0,0.9706,0,0
0.846,0,0,0,0.9726,0,0
0.847,0,0,0,0.97455,0,0
0.848,0,0,0,0.9765,0,0
0.849,0,0,0,0.9785,0,0
0.85,0,0,0,0.97897,0,0
0.851,0,0,0,0.97757,0,0
0.852,0,0,0,0.97617,0,0
0.853,0,0,0,0.97477,0,0
0.854,0,0,0,0.97337,0,0
0.855,0,0,0,0.97192,0,0
0.856,0,0,0,0.97047,0,0
0.857,0,0,0,0.96867,0,0
0.858,0,0,0,0.96636,0,0
0.859,0,0,0,0.96402,0,0
0.86,0,0,0,0.96167,0,0
0.861,0,0,0,0.95982,0,0
0.862,0,0,0,0.95901,0,0
0.863,0,0,0,0.95881,0,0
0.864,0,0,0,0.95924,0,0
0.865,0,0,0,0.96039,0,0
0.866,0,0,0,0.96149,0,0
0.867,0,0,0,0.96259,0,0
0.868,0,0,0,0.9637,0,0
0.869,0,0,0,0.96484,0,0
0.87,0,0,0,0.96599,0,0
0.871,0,0,0,0.9671,0,0
0.872,0,0,0,0.96662,0,0
0.873,0,0,0,0.96409,0,0
0.874,0,0,0,0.96138,0,0
0.875,0,0,0,0.95765,0,0
0.876,0,0,0,0.95265,0,0
0.877,0,0,0,0.94765,0,0
0.878,0,0,0,0.94269,0,0
0.879,0,0,0,0.93775,0,0
0.88,0,0,0,0.9323,0,0
0.881,0,0,0,0.92576,0,0
0.882,0,0,0,0.9186,0,0
0.883,0,0,0,0.91155,0,0
0.884,0,0,0,0.90451,0,0
0.885,0,0,0,0.89745,0,0
0.886,0,0,0,0.89045,0,0
0.887,0,0,0,0.88345,0,0
0.888,0,0,0,0.87645,0,0
0.889,0,0,0,0.8695,0,0
0.89,0,0,0,0.86529,0,0
0.891,0,0,0,0.86444,0,0
0.892,0,0,0,0.86116,0,0
0.893,0,0,0,0.85243,0,0
0.894,0,0,0,0.84078,0,0
0.895,0,0,0,0.82921,0,0
0.896,0,0,0,0.81772,0,0
0.897,0,0,0,0.80627,0,0
0.898,0,0,0,0.79501,0,0
0.899,0,0,0,0.78426,0,0
0.9,0,0,0,0.75821,0,0
0.901,0,0,0,0.71301,0,0
0.902,0,0,0,0.66804,0,0
0.903,0,0,0,0.6142,0,0
0.904,0,0,0,0.54722,0,0
0.905,0,0,0,0.47795,0,0
0.906,0,0,0,0.40913,0,0
0.907,0,0,0,0.34876,0,0
0.908,0,0,0,0.30058,0,0
0.909,0,0,0,0.25516,0,0
0.91,0,0,0,0.21005,0,0
0.911,0,0,0,0.17198,0,0
0.912,0,0,0,0.14418,0,0
0.913,0,0,0,0.11867,0,0
0.914,0,0,0,0.09539,0,0
0.915,0,0,0,0.0795,0,0
0.916,0,0,0,0.0695,0,0
0.917,0,0,0,0.05954,0,0
0.918,0,0,0,0.0496,0,0
0.919,0,0,0,0.0396,0,0
0.92,0,0,0,0.03255,0,0
0.921,0,0,0,0.02905,0,0
0.922,0,0,0,0.02557,0,0
0.923,0,0,0,0.0221,0,0
0.924,0,0,0,0.0186,0,0
0.925,0,0,0,0.01593,0,0
0.926,0,0,0,0.0142,0,0
0.927,0,0,0,0.01249,0,0
0.928,0,0,0,0.01077,0,0
0.929,0,0,0,0.00904,0,0
0.93,0,0,0,0.0079,0,0
0.931,0,0,0,0.00747,0,0
0.932,0,0,0,0.00702,0,0
0.933,0,0,0,0.00658,0,0
0.934,0,0,0,0.00614,0,0
0.935,0,0,0,0.00571,0,0
0.936,0,0,0,0.00529,0,0
0.937,0,0,0,0.00487,0,0
0.938,0,0,0,0.00445,0,0
0.939,0,0,0,0.00403,0,0
0.94,0,0,0,0.0036,0,0
0.941,0,0,0,0.00313,0,0
0.942,0,0,0,0.00267,0,0
0.943,0,0,0,0.00221,0,0
0.944,0,0,0,0.00175,0,0
0.945,0,0,0,0.00015,0,0
0.946,0,0,0,0,0,0
0.947,0,0,0,0,0,0
0.948,0,0,0,0,0,0
0.949,0,0,0,0,0,0
0.95,0,0,0,0,0,0
0.951,0,0,0,0,0,0
0.952,0,0,0,0,0,0
0.953,0,0,0,0,0,0
0.954,0,0,0,0,0,0
0.955,0,0,0,0,0,0
0.956,0,0,0,0,0,0
0.957,0,0,0,0,0,0
0.958,0,0,0,0,0,0
0.959,0,0,0,0,0,0
0.96,0,0,0,0,0,0
0.961,0,0,0,0,0,0
0.962,0,0,0,0,0,0
0.963,0,0,0,0,0,0
0.964,0,0,0,0,0,0
0.965,0,0,0,0,0,0
0.966,0,0,0,0,0,0
0.967,0,0,0,0,0,0
0.968,0,0,0,0,0,0
0.969,0,0,0,0,0,0
0.97,0,0,0,0,0,0
0.971,0,0,0,0,0,0
0.972,0,0,0,0,0,0
0.973,0,0,0,0,0,0
0.974,0,0,0,0,0,0
0.975,0,0,0,0,0,0
0.976,0,0,0,0,0,0
0.977,0,0,0,0,0,0
0.978,0,0,0,0,0,0
0.979,0,0,0,0,0,0
0.98,0,0,0,0,0,0
0.981,0,0,0,0,0,0
0.982,0,0,0,0,0,0
0.983,0,0,0,0,0,0
0.984,0,0,0,0,0,0
0.985,0,0,0,0,0,0
0.986,0,0,0,0,0,0
0.987,0,0,0,0,0,0
0.988,0,0,0,0,0,0
0.989,0,0,0,0,0,0
0.99,0,0,0,0,0,0
0.991,0,0,0,0,0,0
0.992,0,0,0,0,0,0
0.993,0,0,0,0,0,0
0.994,0,0,0,0,0,0
0.995,0,0,0,0,0,0
0.996,0,0,0,0,0,0
0.997,0,0,0,0,0,0
0.998,0,0,0,0,0,0
0.999,0,0,0,0,0,0
1,0,0,0,0,0,0
1.001,0,0,0,0,0,0
1.002,0,0,0,0,0,0
1.003,0,0,0,0,0,0
1.004,0,0,0,0,0,0
1.005,0,0,0,0,0,0
1.006,0,0,0,0,0,0
1.007,0,0,0,0,0,0
1.008,0,0,0,0,0,0
1.009,0,0,0,0,0,0
1.01,0,0,0,0,0,0
1.011,0,0,0,0,0,0
1.012,0,0,0,0,0,0
1.013,0,0,0,0,0,0
1.014,0,0,0,0,0,0
1.015,0,0,0,0,0,0
1.016,0,0,0,0,0,0
1.017,0,0,0,0,0,0
1.018,0,0,0,0,0,0
1.019,0,0,0,0,0,0
1.02,0,0,0,0,0,0
1.021,0,0,0,0,0,0
1.022,0,0,0,0,0,0
1.023,0,0,0,0,0,0
1.024,0,0,0,0,0,0
1.025,0,0,0,0,0,0
1.026,0,0,0,0,0,0
1.027,0,0,0,0,0,0
1.028,0,0,0,0,0,0
1.029,0,0,0,0,0,0
1.03,0,0,0,0,0,0
1.031,0,0,0,0,0,0
1.032,0,0,0,0,0,0
1.033,0,0,0,0,0,0
1.034,0,0,0,0,0,0
1.035,0,0,0,0,0,0
1.036,0,0,0,0,0,0
1.037,0,0,0,0,0,0
1.038,0,0,0,0,0,0
1.039,0,0,0,0,0,0
1.04,0,0,0,0,0,0
1.041,0,0,0,0,0,0
1.042,0,0,0,0,0,0
1.043,0,0,0,0,0,0
1.044,0,0,0,0,0,0
1.045,0,0,0,0,0,0
1.046,0,0,0,0,0,0
1.047,0,0,0,0,0,0
1.048,0,0,0,0,0,0
1.049,0,0,0,0,0,0
1.05,0,0,0,0,0,0
1.051,0,0,0,0,0,0
1.052,0,0,0,0,0,0
1.053,0,0,0,0,0,0
1.054,0,0,0,0,0,0
1.055,0,0,0,0,0,0
1.056,0,0,0,0,0,0
1.057,0,0,0,0,0,0
1.058,0,0,0,0,0,0
1.059,0,0,0,0,0,0
1.06,0,0,0,0,0,0
1.061,0,0,0,0,0,0
1.062,0,0,0,0,0,0
1.063,0,0,0,0,0,0
1.064,0,0,0,0,0,0
1.065,0,0,0,0,0,0
1.066,0,0,0,0,0,0
1.067,0,0,0,0,0,0
1.068,0,0,0,0,0,0
1.069,0,0,0,0,0,0
1.07,0,0,0,0,0,0
1.071,0,0,0,0,0,0
1.072,0,0,0,0,0,0
1.073,0,0,0,0,0,0
1.074,0,0,0,0,0,0
1.075,0,0,0,0,0,0
1.076,0,0,0,0,0,0
1.077,0,0,0,0,0,0
1.078,0,0,0,0,0,0
1.079,0,0,0,0,0,0
1.08,0,0,0,0,0,0
1.081,0,0,0,0,0,0
1.082,0,0,0,0,0,0
1.083,0,0,0,0,0,0
1.084,0,0,0,0,0,0
1.085,0,0,0,0,0,0
1.086,0,0,0,0,0,0
1.087,0,0,0,0,0,0
1.088,0,0,0,0,0,0
1.089,0,0,0,0,0,0
1.09,0,0,0,0,0,0
1.091,0,0,0,0,0,0
1.092,0,0,0,0,0,0
1.093,0,0,0,0,0,0
1.094,0,0,0,0,0,0
1.095,0,0,0,0,0,0
1.096,0,0,0,0,0,0
1.097,0,0,0,0,0,0
1.098,0,0,0,0,0,0
1.099,0,0,0,0,0,0
1.1,0,0,0,0,0,0
1.101,0,0,0,0,0,0
1.102,0,0,0,0,0,0
1.103,0,0,0,0,0,0
1.104,0,0,0,0,0,0
1.105,0,0,0,0,0,0
1.106,0,0,0,0,0,0
1.107,0,0,0,0,0,0
1.108,0,0,0,0,0,0
1.109,0,0,0,0,0,0
1.11,0,0,0,0,0,0
1.111,0,0,0,0,0,0
1.112,0,0,0,0,0,0
1.113,0,0,0,0,0,0
1.114,0,0,0,0,0,0
1.115,0,0,0,0,0,0
1.116,0,0,0,0,0,0
1.117,0,0,0,0,0,0
1.118,0,0,0,0,0,0
1.119,0,0,0,0,0,0
1.12,0,0,0,0,0,0
1.121,0,0,0,0,0,0
1.122,0,0,0,0,0,0
1.123,0,0,0,0,0,0
1.124,0,0,0,0,0,0
1.125,0,0,0,0,0,0
1.126,0,0,0,0,0,0
1.127,0,0,0,0,0,0
1.128,0,0,0,0,0,0
1.129,0,0,0,0,0,0
1.13,0,0,0,0,0,0
1.131,0,0,0,0,0,0
1.132,0,0,0,0,0,0
1.133,0,0,0,0,0,0
1.134,0,0,0,0,0,0
1.135,0,0,0,0,0,0
1.136,0,0,0,0,0,0
1.137,0,0,0,0,0,0
